id,username,password,first_name,last_name,first_name_eng,last_name_eng,gender,DOB,faculty,department,field,student_type,education_level,admit_year,graduation_year,gpax,role,profile_picture
315601,pilakt.thotyotin@gmail.com,b'$2b$12$8HORlcrMYPMi0z1Mwq4PDe9/zudN6KIQy.Xb.EryhxN8khWrAxbfa',อภิลักษณ์,ทศโยธิน,pilakt,thotyotin,M,2525-06-28,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2545,2546,3.32,alumni,
675687,nattiya.chanon@gmail.com,b'$2b$12$t4.aoGKzJmjQnODqir0VnOe6f4OqtNoXKSPiVCeaD185zIY64Jese',ณัฐติญา,จันอ้น,nattiya,chanon,F,2529-10-31,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2549,2551,1.35,alumni,
587632,phari.butda@gmail.com,b'$2b$12$uO8RaGKakxTIzFU1vz3LZetn1UKpWsx0zhmqfokGLrZgbo/G.q9Fm',ภารวี,บุตดา,phari,butda,F,2540-03-02,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2558,2561,1.52,alumni,
225855,chutanat.naeophna@gmail.com,b'$2b$12$AKYkZnin0byzsWgqxGRb4uI3C5l5IqbiRhigcax6U5lfAtshJhiFW',จุฑารัตน์,แนวพญา,chutanat,naeophna,F,2515-06-07,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2533,2533,3.7,alumni,https://placekitten.com/953/430
780660,rmita.phiraphenkun@gmail.com,b'$2b$12$dVZLaLzY3Byv.4TuBoLE/u7YivAkBWNFfabUzwsG5W1fDaHLKbse6',รมิตา,พีระเพ็ญกุล,rmita,phiraphenkun,F,2526-05-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2543,2546,3.75,alumni,
866909,hamiya.damrichop@gmail.com,b'$2b$12$eQ11/jynDP/ep8rLEH0pkO2B7khIoR.cLKAX8fwaj5rbstHNW2LJm',ฮามีย๊ะ,ดำริห์ชอบ,hamiya,damrichop,F,2526-01-09,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2546,2549,3.38,alumni,
784515,pnawi.thiarayan@gmail.com,b'$2b$12$ONwrTM/t2mQErOoAHie7Zug5ZRm2lLPdcK51RmElePfaq7N.QlzIW',ประวี,เธียรายัน,pnawi,thiarayan,M,2539-06-18,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2557,2558,3.17,alumni,
673947,chakipat.datu@gmail.com,b'$2b$12$m3gbnRSCfUUuZKdeFcHpu.kyyekHFnysvZWOz1QFwkM.21hp06mOq',ฌาฆีภัตฐ์,ดาตู,chakipat,datu,M,2522-08-30,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2542,2546,0.27,alumni,
335853,ynngknan.thnimmat@gmail.com,b'$2b$12$9xABtvC1UAjMOwiywbrsJ.qumvVfF09UihztReO0XlnBpHL6Ckjrq',ยนงคราญ,ถนิมมาศ,ynngknan,thnimmat,F,2514-07-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2533,2536,4.0,alumni,
785203,stikan.songpnatenit@gmail.com,b'$2b$12$tBhY8RVgcJNMYWlPyWwCr.Rxtc3kNoxcNUz4MzlAtzlJ50.GlKRDK',ศจีกาญจน์,สงประเสริฐ,stikan,songpnatenit,F,2517-09-04,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2533,2535,2.93,alumni,
222603,titya.tinrat@gmail.com,b'$2b$12$1MJKDtfHa8/SyyUbhjmZf.zGX0ZGPe2MduG8jxxzLPBXT00CKT1y6',อธิตยา,ติณรัตน์,titya,tinrat,F,2540-01-29,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2560,2564,0.0,alumni,
167017,sopnita.decha@gmail.com,b'$2b$12$QVUCudYlGR8vdiObN9f2sOxdKWJVm/feBBhHawKsWeLhLZsqRJrUC',โสภณิตา,เดชวา,sopnita,decha,F,2534-06-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2554,2556,2.08,alumni,https://picsum.photos/930/719
576975,mliwan.phnmon@gmail.com,b'$2b$12$l9cxS.3ZeyynY7I8nkWc.O9W0mTgS2.bu45Za7QKWeBbKzC4v4Cn6',มลิวรรณ,พรมอ่อน,mliwan,phnmon,F,2539-07-08,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2556,2558,1.43,alumni,
541101,phakchanna.thaptimthai@gmail.com,b'$2b$12$zYvn1INpz/lrsNiQAmmO9.zP2rnyWfVHqgjGpxyKBz1WtAoqNsSDO',ภัคชัญญา,ทับทิมไทย,phakchanna,thaptimthai,F,2537-11-02,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2556,2558,1.79,alumni,
795462,chaiknang.thammeta@gmail.com,b'$2b$12$J6tp.KsPVBhboRyI6JPcPu4QOV0SHtAGVbUxQev.vZHJkTRjz.a.q',ใจกลาง,ธรรมเมธา,chaiknang,thammeta,M,2537-01-03,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2553,2556,1.42,alumni,
791038,winchai.thnapthamrong@gmail.com,b'$2b$12$Gj/OYdZ6MjhtQy3sblSr/O6SSZAfp.g6RbsILfnyVW7ykUJ/tWRtO',วีรชัย,ทรัพย์ธำรงค์,winchai,thnapthamrong,M,2544-05-05,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2560,2562,2.07,alumni,
211613,phatnnad.thanthae@gmail.com,b'$2b$12$cbxKRibWsDxPzIaCr.IvBeIeoT/nK6wH8oQxgvkvd1mt4T2Hw06/m',ภัทรนาฎ,ทหารแท้,phatnnad,thanthae,F,2531-09-14,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2547,2551,3.58,alumni,https://dummyimage.com/971x438
741156,phatwi.ratmni@gmail.com,b'$2b$12$IqzrctzVbLo7mzaFEtrtxe3iPcrrwF8hsHUhwDIuM.vUV50OiAQIO',พัสวี,ราชมณี,phatwi,ratmni,F,2526-03-24,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2542,2546,3.15,alumni,
800302,opat.naeophna@gmail.com,b'$2b$12$htQfzA8dEfJjHxk0/Gett.88BYQH/Wc7Dqt9DZoVFvXJVVOQ2/wGq',โอภาส,แนวพญา,opat,naeophna,M,2521-04-04,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2537,2540,3.87,alumni,https://dummyimage.com/480x629
457314,chutaphon.thawrayut@gmail.com,b'$2b$12$Y/DJn8qUs.vPB1CZ/Rynxu1f5TbztxKSbhXzambrPdvMiDNClxvn.',จุฑาภรณ์,ถาวรายุศม์,chutaphon,thawrayut,F,2527-12-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2544,2547,4.0,alumni,
310613,laktnap.omphikun@gmail.com,b'$2b$12$AM.N1tU28W8XKrGJZf9uV.pjFJEN/vozx32G3Xy7IFs7ILCftorSK',หลักทรัพย์,หอมพิกุล,laktnap,omphikun,M,2527-02-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2543,2547,2.84,alumni,
501264,winchai.thainim@gmail.com,b'$2b$12$iR2NHD9tXYigx/et5aBtpeQj7ZPV25Wk86WrEGehUIFJRuXzIttpy',วิรชัย,ไทนิยม,winchai,thainim,M,2516-02-24,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2534,2538,4.0,alumni,
447142,niwat.thnatkankian@gmail.com,b'$2b$12$wdawRdJBX0yYXxxF.QyqF.TX6HhVMCBAIVCkU5VEWl.GrFimDOIrW',อนิวัฒน์,ถนัดการเขียน,niwat,thnatkankian,M,2537-03-14,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2553,2556,2.79,alumni,
168428,pnatit.tanphao@gmail.com,b'$2b$12$MGfORFH6DntPmX7mb7zxkeiQaIVCmla3t95puIQpT4RqyVZmLMIke',ประสิทธิ์,ตันเผ่า,pnatit,tanphao,M,2515-08-20,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2532,2536,2.07,alumni,
494825,onphin.thaisuchat@gmail.com,b'$2b$12$A3pZqLqx2cY1ozbV2rmS.OTvu9IELrDpkZipdoyPwzTAbjVCthU8i',อรพิณ,ไทยสุชาต,onphin,thaisuchat,F,2524-12-07,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2543,2545,3.32,alumni,
583988,snanchit.thonglap@gmail.com,b'$2b$12$YGJpPhL06YqRjLbUN8NOh.U4H3GjY5KcfQIEey/XqeTXy/tT0Huca',สราญจิตต์,ทองลาภ,snanchit,thonglap,F,2510-10-30,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2530,2533,2.52,alumni,
941881,natpicha.thupawino@gmail.com,b'$2b$12$D8kWwkf6Of/JEi0j8liHDOW7NqY.anoj7d/lubIytbh16JBnTSjYu',ณัฐพิชา,ธูปะวิโรจน์,natpicha,thupawino,F,2530-12-06,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2549,2552,2.79,alumni,
994928,phiraphongphan.maitaeng@gmail.com,b'$2b$12$JJJSkBIju3l9FJGqchrbt.BLRN.ScFWJdIC5p98efYmot4rcLBdH2',พีระพงศ์พันธ์,ไม้แดง,phiraphongphan,maitaeng,M,2514-04-28,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก ป.ตรีต่อป.เอก,ปริญญาเอก,2532,2532,1.53,alumni,
762974,amphon.photisat@gmail.com,b'$2b$12$wN4Q9.vSIa2GOkULZFvXYuaLGrjQ7gJES8kaH.1LVP2.JqZjYVyYW',อำพร,โพธิสัตย์,amphon,photisat,F,2519-08-27,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิทยาศาสตร์ข้อมูลสุขภาพ,ปริญญาตรี 4 ปี,ปริญญาตรี,2536,2539,2.43,alumni,https://placekitten.com/434/740
355789,nattiya.thampnatu@gmail.com,b'$2b$12$nHU3iK4olHbuHSk7WC.NsuhgTBDnZTyb7m4C70BwRS3Mdt5JOdvCm',ณัฐติญา,ทำประดู่,nattiya,thampnatu,F,2525-05-25,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2545,2548,2.41,alumni,
206899,chnita.thainim@gmail.com,b'$2b$12$Tkme7.FBcUG6Tveok9Kg.ucRvtklbvpoz6WhBynjWdJiNE6cOQXQK',ชนิศา,ไทนิยม,chnita,thainim,F,2529-09-08,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2548,2551,3.46,alumni,
760801,wonpnat.omphikun@gmail.com,b'$2b$12$JsCOVTLeIRZ/glMeDR5ek.0WszJ9D0EyZT57h2PKtwSU9YK6D5.Fm',วรปรัชญ์,หอมพิกุล,wonpnat,omphikun,M,2538-07-31,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2558,2561,2.8,alumni,
