user_id,username,password,first_name,last_name,first_name_eng,last_name_eng,gender,DOB,faculty,department,field,student_type,education_level,workplace,company,job,admit_year,graduate_year,gpax,email,role,user_interaction,github,profile_picture,company_internship,internship,job_internship,linkedin,facebook,phone
881491,wnani.ninwan@gmail.com,b'$2b$12$dkGs/XunTLpQ3M.w93B0BeDkD5s1OtQzrhY./f/6oGEbXvDp2tnE6',วนาลี,นิลวรรณ,wnani,ninwan,F,2533-04-14,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,"79 ถ.ขันธุลา, สมาคมตันเผ่า",สมาคมตันเผ่า,Mobile App Developer,2549,2552,1.93,wnani.ninwan@smakmtanphao.net,alumni,Low,,,,,,,,
864972,metni.natkhayi@gmail.com,b'$2b$12$P/9ZwlhCVdIb4dKOXj6x2uFRPhzB5gMw0s6FoL80lcWPitHL5/pHm',เมทนี,นาฏคายี,metni,natkhayi,F,2524-08-27,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,"20 ถ.ทศโยธิน, ห้างหุ้นส่วนสามัญ ไตรบรรพ",ห้างหุ้นส่วนสามัญ ไตรบรรพ,AI Researcher,2542,2544,3.01,metni.natkhayi@anguntuantaman.com.br,alumni,Low,,,,,,,,
807448,sini.thnomkunputn@gmail.com,b'$2b$12$g09GorGH0NG7GrMIdjARJ.JSNdU9G98PgMOJFN0/gvrzWqBZz3Hci',สิริ,ถนอมกุลบุตร,sini,thnomkunputn,F,2517-09-06,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,"22 หมู่ 31 ถ.ถนอมพลกรัง, บริษัท เขียวขุ้ยอินเตอร์เนชั่นแนล จำกัด",บริษัท เขียวขุ้ยอินเตอร์เนชั่นแนล จำกัด,DevOps Engineer,2537,2540,1.34,sini.thnomkunputn@bnitat.gov.br,alumni,Medium,sini.thnomkunputn@github.com,https://placekitten.com/221/282,อุ่นอก-นิยมธรรม,"81 หมู่ 31 ถนนบุญญาภิรมย์, อุ่นอก-นิยมธรรม",Full-Stack Developer,sini.thnomkunputn@linkin.com,sini.thnomkunputn@gmail.com,0 3972 8375
328684,phtnpn.thnimmat@gmail.com,b'$2b$12$JrGQbTepwjS10sCfaLjZC.I4wNq8Zu1lzkNkrX5Bi3EtBWj.DZ8Ny',พชรภรณ์,ถนิมมาศ,phtnpn,thnimmat,F,2513-09-17,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,"875/6 ถ.นะวะมันดร, บริษัท ถนัดอักษร จำกัด",บริษัท ถนัดอักษร จำกัด,Cybersecurity Analyst,2533,2535,1.43,phtnpn.thnimmat@bnitat.net,alumni,Low,,,,,,,,
325374,yusup.nuanchi@gmail.com,b'$2b$12$DCQYBIdCUFclFpvcOv6lA.Jk44Ekki4NktNMIIPDelKXgqX4loEsm',ยูซุฟ,นวลฉวี,yusup,nuanchi,M,2526-09-12,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,"53/73 ถนนนกทอง, บริษัท ธรรมทินนาคอมพิวเตอร์ จำกัด",บริษัท ธรรมทินนาคอมพิวเตอร์ จำกัด,นักประชาสัมพันธ์,2543,2547,1.77,yusup.nuanchi@bnitat.net,alumni,Low,,,,,,,,
546625,siriya.attnat@gmail.com,b'$2b$12$OIcww9ua0/jmCk0RyfF0.uvoiNlvO4/iNnwLDvrh4GUM5dfJUjsQO',ศิริญา,อัตตนาถ,siriya,attnat,F,2523-01-17,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,"2/3 ถนนดิศดใน, ห้างหุ้นส่วนสามัญ ติณรัตน์",ห้างหุ้นส่วนสามัญ ติณรัตน์,DevOps Engineer,2542,2546,4.0,siriya.attnat@anguntuantaman.org.br,alumni,Low,,,,,,,,
673757,nopwan.sniun@gmail.com,b'$2b$12$7i18zr1ePBCjsPk83Ydnm.sXmThUUmWL.6JnfDRw1h2kbqivLPGqG',นพวรรณ,ศรีอุ่น,nopwan,sniun,F,2541-11-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,"58 หมู่ 47 ถนนตั้งรบ, บมจ.แท่นทอง",บมจ.แท่นทอง,Cloud Architect,2558,2562,2.77,nopwan.sniun@bmt.thaenthong.org.br,alumni,Low,,,,,,,nopwan.sniun@gmail.com,
117595,theotsak.thnomkunputn@gmail.com,b'$2b$12$3AypUgApzULWISPpuLMcb.9.ZO8OJp2TPJwzJ0kmF0lG4u5ITw1Zm',เทอดศักดิ์,ถนอมกุลบุตร,theotsak,thnomkunputn,M,2539-12-16,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิทยาศาสตร์ข้อมูลสุขภาพ,ปริญญาตรี 4 ปี,ปริญญาตรี,"4 ถ.ทองอยู่, ห้างหุ้นส่วนจำกัด มิ่งขวัญโอสถ",ห้างหุ้นส่วนจำกัด มิ่งขวัญโอสถ,Cybersecurity Analyst,2559,2563,3.54,theotsak.thnomkunputn@anguntuantamkat.org,alumni,Low,,https://picsum.photos/989/492,,,,,,
477099,rokiyo.twanyiam@gmail.com,b'$2b$12$Wt7Q9NaYVydM03c1iSn5j.t9Z3CB9KH/ygiUXuRRt3gmRLNUIlXUS',รอกีเย๊าะ,ตวันเยี่ยม,rokiyo,twanyiam,F,2521-10-04,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,"38 หมู่ 52 ถ.มิ่งขวัญ, บจก.นาควงษ์",บจก.นาควงษ์,Full-Stack Developer,2537,2540,2.86,rokiyo.twanyiam@botk.nakwong.net,alumni,High,rokiyo.twanyiam@github.com,https://dummyimage.com/218x298,จันทาจิวเวลรี่,"99/77 ถนนปานสุวรรณ, จันทาจิวเวลรี่",นักดาราศาสตร์,rokiyo.twanyiam@linkin.com,rokiyo@gmail.com,
950185,yulin.khamenok@gmail.com,b'$2b$12$n/HpTP1xJc.ax1J0QaN8verHX5Ac0mZnQ3EBNQHdBPZ7ewiOzGMFC',ยุลิน,ขำเอนก,yulin,khamenok,F,2512-06-06,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,"95 ถนนยะผา, เตมิยะเดชเอ็นจิเนียริ่ง",เตมิยะเดชเอ็นจิเนียริ่ง,Data Scientist,2530,2539,0.34,yulin.khamenok@temiyadetenchinianing.org.br,alumni,Low,,,,,,,,
959970,thonkit.thaemthon@gmail.com,b'$2b$12$gas02uZr2FGElcdP18lwr.1DvomJDFJeyPgmrfJG/paQUukY.z.p.',ธนกิตต์,แถมธน,thonkit,thaemthon,M,2531-08-12,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,"443/50 ถ.พรสีมา, หสน.เวียงจันทึก",หสน.เวียงจันทึก,Full-Stack Developer,2548,2551,3.11,thonkit.thaemthon@sn.wiangchanthuek.org.br,alumni,Low,,,,,,,,
754430,phanthep.tanya@gmail.com,b'$2b$12$R5GVMsm1i1bYZSxZAX03NOkX5nFxpDaFM8aRDp8mrSxStLuVUZLN.',พันธุ์เทพ,ตันยา,phanthep,tanya,M,2517-07-19,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,"0/5 ถ.ถิรสวัสดิ์, บริษัท ธรรมทินนาเอเยนซี จำกัด",บริษัท ธรรมทินนาเอเยนซี จำกัด,Data Scientist,2534,2537,2.58,phanthep.tanya@bnitat.gov.br,alumni,Low,,,,,,,phanthep.tanya@gmail.com,
864642,wonnad.namkham@gmail.com,b'$2b$12$CmapCvzIjzppfKwBxH0CX..I5X7shrC6CFmFwKToPtUJfNmrHm8U2',วรนาฎ,นามขำ,wonnad,namkham,F,2537-10-13,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิทยาศาสตร์ข้อมูลสุขภาพ,ปริญญาตรี 4 ปี,ปริญญาตรี,"925/1 ถนนถนัดอาวุธ, บริษัท ธนรักษ์บรรจุภัณฑ์ จำกัด",บริษัท ธนรักษ์บรรจุภัณฑ์ จำกัด,Cloud Architect,2554,2558,2.03,wonnad.namkham@bnitat.com,alumni,Low,,,,,,,,
527562,thomlopronn.ninwimn@gmail.com,b'$2b$12$9F1zj.Jt6uIXJPMXMqU41uaAv3i04xe.ID/V.yutI9aUtaIEy6Bia',ธมลพรรณ,นิลวิมล,thomlopronn,ninwimn,F,2521-09-18,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,"31 ถนนบุญญาภิรมย์, บจก.หอมพิกุล",บจก.หอมพิกุล,นักประดิษฐ์,2538,2541,3.3,thomlopronn.ninwimn@botk.omphikun.gov,alumni,Low,,,,,,,,
664839,chiryutt.nokthong@gmail.com,b'$2b$12$8..cv6o.2GlraiVwwEoUROZz9MVkYBtC38AZ1IcNqUsKakjFceLAW',จีรยุทธ,นกทอง,chiryutt,nokthong,M,2536-12-22,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,"088/14 ถนนประจันตะเสน, ศิวะวรเวทและขอหมั่นกลาง",ศิวะวรเวทและขอหมั่นกลาง,Backend Developer,2554,2557,4.0,chiryutt.nokthong@sioะwonwetlaekhomanknang.net.br,alumni,Low,,,,,,,,
658740,niwiltan.thanathon@gmail.com,b'$2b$12$.WhUH7E5x9RBZ4d6YCpYzuAwy.au8WeYledMQLIwfqwbG8K3ZKZ/.',นิวิลดาน,ธาราธร,niwiltan,thanathon,F,2527-01-04,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,"61 หมู่ 5 ถนนเลิศกิ่ง, ห้างหุ้นส่วนจำกัด ถาวระวรณ์เอนเตอรไพรส์",ห้างหุ้นส่วนจำกัด ถาวระวรณ์เอนเตอรไพรส์,DevOps Engineer,2543,2546,3.52,niwiltan.thanathon@anguntuantamkat.gov,alumni,Low,,,,,,,niwiltan.thanathon@gmail.com,
315601,pilakt.thotyotin@gmail.com,b'$2b$12$8HORlcrMYPMi0z1Mwq4PDe9/zudN6KIQy.Xb.EryhxN8khWrAxbfa',อภิลักษณ์,ทศโยธิน,pilakt,thotyotin,M,2525-06-28,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,"7/8 ซ.ขันธุลา, บริษัท วะคีมัน จำกัด (มหาชน)",บริษัท วะคีมัน จำกัด (มหาชน),นักสังคมศาสตร์,2545,2546,3.32,pilakt.thotyotin@bnitat.gov.br,alumni,Low,pilakt.thotyotin@github.com,,,,,,,
675687,nattiya.chanon@gmail.com,b'$2b$12$t4.aoGKzJmjQnODqir0VnOe6f4OqtNoXKSPiVCeaD185zIY64Jese',ณัฐติญา,จันอ้น,nattiya,chanon,F,2529-10-31,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,"455 ถนนตรีเภรินทร์, นพคเชนทร์เคมิคอล",นพคเชนทร์เคมิคอล,Software Engineer,2549,2551,1.35,nattiya.chanon@nopkhtenkhemikon.gov,alumni,Low,,,,,,,,
587632,phari.butda@gmail.com,b'$2b$12$uO8RaGKakxTIzFU1vz3LZetn1UKpWsx0zhmqfokGLrZgbo/G.q9Fm',ภารวี,บุตดา,phari,butda,F,2540-03-02,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,"43/3 ถนนถะเกิงชศ, ห้างหุ้นส่วนสามัญ นาคะนคร",ห้างหุ้นส่วนสามัญ นาคะนคร,ค้าขาย,2558,2561,1.52,phari.butda@anguntuantaman.com.br,alumni,Low,,,,,,,,
225855,chutanat.naeophna@gmail.com,b'$2b$12$AKYkZnin0byzsWgqxGRb4uI3C5l5IqbiRhigcax6U5lfAtshJhiFW',จุฑารัตน์,แนวพญา,chutanat,naeophna,F,2515-06-07,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,"735/60 ถ.ธนประทีป, เนตร์มณีเคมิคอล",เนตร์มณีเคมิคอล,Full-Stack Developer,2533,2533,3.7,chutanat.naeophna@nemnikhemikon.com.br,alumni,Low,,https://placekitten.com/953/430,,,,,chutanat.naeophna@gmail.com,
780660,rmita.phiraphenkun@gmail.com,b'$2b$12$dVZLaLzY3Byv.4TuBoLE/u7YivAkBWNFfabUzwsG5W1fDaHLKbse6',รมิตา,พีระเพ็ญกุล,rmita,phiraphenkun,F,2526-05-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,"48/0 ถนนนพตระกูล, บริษัท วาทา จำกัด",บริษัท วาทา จำกัด,DevOps Engineer,2543,2546,3.75,rmita.phiraphenkun@bnitat.com.br,alumni,Low,,,,,,,rmita.phiraphenkun@gmail.com,
866909,hamiya.damrichop@gmail.com,b'$2b$12$eQ11/jynDP/ep8rLEH0pkO2B7khIoR.cLKAX8fwaj5rbstHNW2LJm',ฮามีย๊ะ,ดำริห์ชอบ,hamiya,damrichop,F,2526-01-09,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,"62 หมู่ 6 ถ.พรรษาสกุล, บริษัท ตันเผ่า จำกัด",บริษัท ตันเผ่า จำกัด,DevOps Engineer,2546,2549,3.38,hamiya.damrichop@bnitat.org,alumni,Low,,,,,,,hamiya.damrichop@gmail.com,
784515,pnawi.thiarayan@gmail.com,b'$2b$12$ONwrTM/t2mQErOoAHie7Zug5ZRm2lLPdcK51RmElePfaq7N.QlzIW',ประวี,เธียรายัน,pnawi,thiarayan,M,2539-06-18,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,"35/00 ถ.ไทนิยม, บริษัท ตันยาจิวเวลรี่ จำกัด (มหาชน)",บริษัท ตันยาจิวเวลรี่ จำกัด (มหาชน),Mobile App Developer,2557,2558,3.17,pnawi.thiarayan@bnitat.org,alumni,Low,,,,,,,,
673947,chakipat.datu@gmail.com,b'$2b$12$m3gbnRSCfUUuZKdeFcHpu.kyyekHFnysvZWOz1QFwkM.21hp06mOq',ฌาฆีภัตฐ์,ดาตู,chakipat,datu,M,2522-08-30,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,"295/7 ซ.พรรษาสกุล, ประจันตะเสนการช่าง",ประจันตะเสนการช่าง,Cloud Architect,2542,2546,0.27,chakipat.datu@pnatantasenkantang.com.br,alumni,Low,,,,,,,,
335853,ynngknan.thnimmat@gmail.com,b'$2b$12$9xABtvC1UAjMOwiywbrsJ.qumvVfF09UihztReO0XlnBpHL6Ckjrq',ยนงคราญ,ถนิมมาศ,ynngknan,thnimmat,F,2514-07-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,"744/86 ถนนทองอยู่, บริษัท แก้วชลครามคอมพิวเตอร์ จำกัด (มหาชน)",บริษัท แก้วชลครามคอมพิวเตอร์ จำกัด (มหาชน),Data Scientist,2533,2536,4.0,ynngknan.thnimmat@bnitat.gov,alumni,Low,,,,,,,,
785203,stikan.songpnatenit@gmail.com,b'$2b$12$tBhY8RVgcJNMYWlPyWwCr.Rxtc3kNoxcNUz4MzlAtzlJ50.GlKRDK',ศจีกาญจน์,สงประเสริฐ,stikan,songpnatenit,F,2517-09-04,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,"230 ถ.คำลือ, นามขำ-ถนิมมาศ",นามขำ-ถนิมมาศ,นักวิทยาศาสตร์,2533,2535,2.93,stikan.songpnatenit@namkham-thnimmat.net,alumni,Low,,,,,,,,
222603,titya.tinrat@gmail.com,b'$2b$12$1MJKDtfHa8/SyyUbhjmZf.zGX0ZGPe2MduG8jxxzLPBXT00CKT1y6',อธิตยา,ติณรัตน์,titya,tinrat,F,2540-01-29,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,"7 ถนนธัญเสถียร, บริษัท ฉายแสงอะไหล่ยนต์ จำกัด (มหาชน)",บริษัท ฉายแสงอะไหล่ยนต์ จำกัด (มหาชน),Software Engineer,2560,2564,0.0,titya.tinrat@bnitat.org,alumni,Low,,,,,,,,
167017,sopnita.decha@gmail.com,b'$2b$12$QVUCudYlGR8vdiObN9f2sOxdKWJVm/feBBhHawKsWeLhLZsqRJrUC',โสภณิตา,เดชวา,sopnita,decha,F,2534-06-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,"36 หมู่ 0 ถ.วาทา, มูลนิธิธีวร",มูลนิธิธีวร,AI Researcher,2554,2556,2.08,sopnita.decha@munnitithin.gov,alumni,Low,,https://picsum.photos/930/719,,,,,,
576975,mliwan.phnmon@gmail.com,b'$2b$12$l9cxS.3ZeyynY7I8nkWc.O9W0mTgS2.bu45Za7QKWeBbKzC4v4Cn6',มลิวรรณ,พรมอ่อน,mliwan,phnmon,F,2539-07-08,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,"88/85 ถ.ปรีชากุลเศรษฐ์, ห้างหุ้นส่วนสามัญ นาคสุทิน",ห้างหุ้นส่วนสามัญ นาคสุทิน,AI Researcher,2556,2558,1.43,mliwan.phnmon@anguntuantaman.org,alumni,Low,,,,,,,,
